credito,genero,educacao,estado_civil,idade,pgto_set,pgto_ago,pgto_jul,pgto_jun,pgto_mai,pgto_abr,fatura_set,fatura_ago,fatura_jul,pgto_amt_set,pgto_amt_ago,pgto_amt_jul,pgto_amt_jun,pgto_amt_mai,pgto_amt_abr,Y
60000,2,2,1,33,0,0,0,0,0,0,57810,56189,58283,2100,3000,2800,2000,2000,2200,0
100000,2,1,1,38,1,-2,-2,-1,-1,2,0,0,0,0,0,53,4328,0,10401,0
340000,2,1,1,36,0,0,0,0,0,0,183898,185268,326074,60075,160444,10143,7190,6283,5208,0
500000,2,3,2,48,-2,-2,-2,-2,-2,-2,83948,25321,14364,25325,14364,124081,71541,54924,47148,0
390000,2,2,2,39,0,0,0,0,0,0,53386,52746,55535,2000,5000,3000,3000,5000,3000,0
180000,2,2,1,38,0,0,0,0,0,0,151031,152510,151651,7011,5657,10372,5000,5000,5000,0
210000,2,2,1,42,-1,-1,-1,-2,-1,-1,1708,2928,-2,2928,0,0,920,0,0,0
130000,2,2,1,49,1,-2,-1,-1,-2,-1,0,-390,390,0,1560,0,0,1170,1170,0
500000,2,1,2,44,0,0,0,0,0,0,120452,190135,212134,100000,50000,10012,50000,10000,10000,0
100000,2,3,1,35,-1,0,0,0,0,0,50327,51326,52403,1835,1902,1878,1446,1500,30000,0
50000,2,2,2,25,0,0,0,0,0,0,37034,37698,37252,1586,1624,1626,1377,1448,1399,0
100000,2,2,1,42,-2,-2,-2,-2,-2,-2,0,0,3168,0,3168,0,0,550,0,0
500000,2,1,1,36,-2,-2,-2,-2,-2,-2,8561,682,15714,1364,15714,5390,43386,0,0,0
90000,2,2,2,30,1,2,0,0,0,2,88093,85730,54727,0,1984,2004,4251,0,2083,0
170000,2,1,2,33,0,0,0,2,0,0,144031,147135,158528,5500,14000,0,5200,11100,0,0
150000,2,2,1,28,0,-1,-1,-1,-1,-1,12780,850,850,850,850,430,840,430,860,0
240000,2,3,3,37,-1,-1,-1,-1,0,0,374,1823,1788,1823,1788,6229,10000,10000,5640,0
20000,2,1,2,49,0,0,0,0,0,0,16715,16719,34196,1271,1300,2612,684,709,875,0
550000,2,2,1,32,2,0,0,0,0,0,548551,546741,535509,21094,22863,167622,14000,4300,158064,1
310000,2,1,1,47,-1,0,0,0,0,0,2257,5202,6495,3000,3000,1000,4000,5000,5000,0
220000,2,2,1,34,0,0,0,0,0,0,154029,153012,154508,5700,6000,6814,5500,5800,5700,0
280000,2,2,1,43,-2,-2,-2,-2,-2,-2,14633,5600,13397,5600,13397,20004,10571,8430,13561,0
240000,2,3,2,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
20000,2,2,2,46,-1,-1,-1,-1,-2,-2,390,0,780,0,780,0,0,0,0,0
200000,2,4,1,43,0,0,0,0,0,0,198595,194734,190447,7003,7000,7000,6510,6550,6001,0
20000,2,1,2,32,-1,-1,-1,-2,-1,-1,2095,7733,0,7733,0,0,4076,1911,0,0
30000,2,4,2,45,0,0,0,0,0,0,25298,26866,27662,2000,2000,1500,1000,0,0,0
360000,2,2,1,40,-1,-1,-1,-1,-1,0,4343,725,4268,725,4268,2085,13448,7455,4759,0
140000,2,1,2,31,-2,-2,-2,-2,-2,-2,1399,1519,1404,1519,1404,540,0,0,0,0
490000,2,2,1,31,0,0,0,0,0,0,470579,482733,492718,19469,20000,12000,11000,10000,10000,0
240000,2,1,2,33,-2,-2,-2,-2,-2,-2,5000,0,5000,0,5000,0,254,9366,1150,0
60000,2,2,2,31,0,0,0,2,2,2,36434,39925,43350,4100,4073,0,1600,0,1100,0
140000,2,2,1,33,1,-1,-1,-1,-1,-1,-23,5742,0,5765,0,1920,1180,0,60000,0
180000,2,2,1,34,-2,-2,-2,-2,-2,-2,10485,274,9333,274,9333,26656,274,1624,274,0
60000,2,2,1,47,0,0,0,0,0,0,9253,56120,57614,50000,3000,2700,3000,3000,3000,0
150000,2,2,1,35,-2,-2,-2,-2,-2,-2,-10,8846,6731,8856,6731,0,1800,0,0,0
130000,2,1,2,34,0,0,0,0,0,0,76589,77387,78995,3400,4200,4500,3000,3200,3000,0
150000,2,1,1,43,-1,-1,-1,-1,-1,-1,6940,6200,6962,6200,6962,9301,9266,6441,6706,0
500000,2,2,1,49,-2,-2,-2,-2,-2,-2,12871,5177,4199,5177,4199,7507,4696,58292,36000,0
360000,2,2,1,40,-2,-2,-2,-2,-2,-2,8736,969,6083,974,6120,9901,27352,1768,2111,0
170000,2,2,1,40,-1,-1,-1,-1,-1,-1,17914,1253,4427,1253,4427,1459,24511,1163,2821,0
240000,2,1,2,37,3,2,2,2,2,2,164691,167489,170329,7000,7000,7000,7000,7000,7000,1
500000,2,1,1,37,-2,-2,-2,-2,-2,-2,6757,9505,12171,9505,12176,11564,29321,67206,8602,0
20000,2,3,1,46,0,0,2,2,2,2,11691,14179,13662,3000,0,2088,0,2200,0,0
300000,2,2,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
290000,2,2,1,34,0,0,0,0,-1,0,53437,44037,5441,1274,1200,2033,38832,3900,188423,0
240000,2,1,1,38,2,2,2,2,2,2,107425,109678,111948,5500,5500,4000,4700,4300,4500,1
290000,2,1,2,34,-1,-1,-1,-1,0,-1,1915,6136,0,6151,0,28642,0,19426,0,0
210000,2,1,1,39,-1,-1,-1,-1,-1,-1,5907,2615,1220,2637,1220,5357,4160,0,0,0
450000,2,1,2,37,0,-1,-1,-1,-1,-1,37070,17596,24965,17596,24965,0,1649,5212,535,0
500000,2,1,1,53,-2,-2,-1,-1,-1,-1,1200,0,3609,0,3609,4053,0,4487,638,0
270000,2,3,1,58,-2,-2,-2,-2,-2,-2,936,1188,2078,1188,2078,795,828,1251,2267,0
50000,2,3,1,53,0,0,0,0,0,0,48549,49180,48521,2277,2290,1500,1000,1000,2000,0
220000,2,1,1,51,-2,-2,-2,-2,-2,-2,3315,2625,4863,2625,4863,1917,809,709,1195,0
230000,2,2,2,51,0,0,0,0,0,0,213457,226037,213682,17000,10000,10000,10000,10000,10000,0
500000,2,1,1,58,1,-1,0,-1,0,0,-1,33982,37844,35436,37311,9442,5001,10001,95478,0
300000,2,4,1,54,1,-2,-2,-2,-2,-2,0,0,1702,0,1702,0,0,0,0,0
180000,2,2,2,49,0,0,0,0,0,0,56677,35062,32721,1600,1600,1500,1000,968,1000,0
50000,2,1,2,51,0,0,0,0,0,0,43273,44652,46331,2800,2795,2750,1130,1314,1159,0
160000,2,2,1,60,-2,-2,-2,-2,-2,-2,16060,1605,4200,1605,4200,2461,0,0,230,0
20000,2,3,1,50,2,0,0,0,0,0,15887,16895,18379,1275,1759,1400,0,380,0,0
180000,2,1,1,53,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
70000,2,2,1,62,2,2,2,0,0,0,70457,73562,71818,6454,0,3075,1214,1301,1626,1
240000,2,3,2,49,-1,0,0,0,2,0,1271,4241,7164,3000,3000,3000,0,4000,3000,0
240000,2,1,1,55,-1,0,0,-2,-2,-1,80199,82300,0,3900,0,0,0,21585,0,0
400000,2,1,1,51,1,-2,-2,-2,-2,-2,-9,1084,3884,1093,3884,0,27703,0,56677,0
270000,2,2,1,51,-1,-1,-1,0,-1,-1,7582,10392,11088,10392,11586,6013,750,4003,5000,0
360000,1,1,2,29,1,-1,-1,-1,-1,-1,-4316,60054,187734,65000,188000,17384,20000,78000,46677,0
400000,1,2,1,30,-1,0,0,0,-1,-1,11633,12294,13038,1200,1287,1000,5819,26957,507,0
300000,1,1,2,30,-1,-1,2,0,0,-1,121,2175,774,3204,0,2000,0,15000,2043,0
300000,1,2,2,27,0,0,-1,-1,0,-1,1726,-9,1974,2800,1983,17652,36183,1002,0,0
160000,1,1,2,29,1,-1,-1,-2,-2,-2,0,6285,0,6285,0,0,0,0,0,0
80000,1,2,1,27,0,0,0,0,2,0,58777,60201,61633,3000,3000,9160,0,0,0,0
50000,1,2,1,26,0,0,0,0,0,0,38189,28440,23228,3000,1436,1162,2184,871,500,0
20000,1,2,2,21,0,0,0,0,0,0,18671,18497,19633,1614,1750,1000,1000,0,0,0
60000,1,1,2,23,0,0,0,0,0,0,31348,50778,53407,20109,5000,2000,1000,2000,1000,0
20000,1,3,2,23,0,0,0,0,0,0,19812,20388,19145,1300,1330,1309,702,719,1000,0
20000,1,2,2,22,2,3,2,2,2,0,15662,16004,17046,900,1600,200,600,700,2100,1
50000,1,2,2,24,1,2,0,0,-1,-1,5784,3392,2182,0,1000,0,2092,0,0,0
20000,1,2,2,23,0,0,0,0,0,0,20432,16941,18066,1280,1405,1598,1410,1021,0,0
30000,1,2,2,23,0,0,2,2,0,0,14404,32852,17113,3196,2000,0,0,0,0,0
50000,1,2,2,24,0,0,0,0,0,0,46521,47597,48799,2150,2352,1239,717,585,589,0
110000,1,2,2,26,0,-1,-1,2,0,0,60808,196,3290,196,3290,0,563,296,200,0
240000,1,1,2,26,-1,-1,-2,-1,-1,-1,5010,1188,3513,1188,3513,11794,1785,190,0,0
130000,1,2,2,27,0,0,0,-1,0,0,7100,4007,4900,1100,1000,1235,3011,1008,966,0
110000,1,1,2,28,0,0,0,0,0,0,107800,105820,104780,4000,4000,4100,3000,3000,3000,0
200000,1,4,2,28,-1,-1,-1,-1,-1,0,1707,1106,2628,1109,2807,26316,50108,85,1746,0
150000,1,2,1,29,0,0,-2,-2,-2,-2,14075,0,0,0,0,0,0,0,0,0
50000,1,2,1,29,1,2,0,0,0,2,23451,22781,24108,0,2000,1800,2200,0,2250,0
10000,1,2,2,23,0,0,0,0,0,0,4304,5324,6509,1100,1279,1083,500,1000,1000,0
50000,1,2,2,22,2,2,2,0,0,0,45614,50781,45429,5991,41,1617,816,1003,1004,0
300000,1,2,1,29,0,0,0,0,0,-2,8857,8102,12214,3000,5000,21312,0,0,0,0
460000,1,4,2,28,-1,-1,0,-1,-1,-1,1358,55022,50394,55071,1263,3934,1702,22238,513,0
140000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
240000,1,2,2,29,0,0,0,0,0,0,90440,92433,94548,3500,3600,3500,3500,3500,3500,0
40000,1,1,2,27,0,0,0,0,0,0,33077,34055,32644,1554,3071,1384,1047,0,0,0
230000,1,1,2,29,0,0,2,2,0,0,41154,44121,43286,4000,2500,0,3000,3000,5000,0
20000,1,4,2,28,-1,-1,-1,-1,-1,-2,780,1180,0,1180,0,410,1000,2000,2000,0
320000,1,2,2,29,2,0,0,0,0,0,172655,168256,165530,10000,10000,10000,10000,20000,0,1
150000,1,2,2,28,-2,-1,-1,-1,-2,-2,88609,4635,2160,4660,2166,0,0,0,901,0
110000,1,2,1,30,0,0,0,-1,2,2,35283,26000,9000,1500,1500,63853,1500,2062,0,0
200000,1,2,2,28,0,0,0,0,0,0,162439,92626,73816,4000,3000,6500,3013,5000,3000,0
20000,1,3,1,30,0,0,-1,-1,-1,-2,16925,12216,1179,1000,1179,1536,0,0,0,0
470000,1,1,2,30,-2,-2,-2,-2,-2,-2,9884,3285,5103,3301,5127,9304,4326,10051,7661,0
580000,1,1,2,32,-1,0,0,0,0,0,49193,46367,38111,11686,8348,6593,7197,10097,133081,0
50000,1,1,2,27,1,-1,2,-1,-1,-1,-45,559,163,1000,0,500,0,1000,500,0
20000,1,3,2,23,2,0,0,0,0,-2,18337,19317,19645,1602,1710,1000,0,0,0,1
90000,1,1,2,30,0,0,0,0,0,0,40768,41789,42913,2000,2100,2500,2000,4000,0,0
330000,1,1,2,31,0,0,0,-1,-1,0,165042,163406,137664,9000,7558,5000,42054,3000,2000,0
180000,1,1,2,32,2,2,0,0,0,0,220901,207382,201883,0,7820,7000,7000,5000,6000,0
30000,1,1,1,31,1,2,2,2,2,2,14107,14779,14252,1200,0,2200,0,1700,0,1
400000,1,2,2,29,0,0,0,0,0,0,237425,242225,246475,8600,8000,9000,8200,8500,8500,0
360000,1,2,1,29,0,0,0,-1,0,0,18454,16419,12932,6028,6032,99578,2507,5376,2000,0
360000,1,1,2,33,-1,-1,-1,-1,0,-1,5484,4307,12004,4317,12006,21810,0,2960,1810,0
50000,1,2,2,26,0,0,-1,-1,0,0,46008,3756,195,1007,1000,4226,5000,700,600,0
350000,1,2,1,33,-1,-1,-1,-1,-1,0,694,10436,10857,10524,10916,12745,6344,22,7186,0
360000,1,1,2,31,1,-1,-1,-1,-1,-2,0,951,3760,951,3760,752,0,0,0,0
20000,1,3,1,32,1,3,2,2,0,0,15598,15055,16511,0,2000,0,800,1000,1000,1
330000,1,2,1,48,-2,-2,-2,-2,-2,-2,6051,8346,8952,8387,8996,2745,2745,2745,2734,0
360000,1,3,2,34,-1,-1,-1,-1,-1,-1,686,3821,1937,3821,1937,944,1219,2216,2000,0
200000,1,2,1,45,3,2,2,2,2,2,2500,2500,2500,0,0,0,0,0,0,1
90000,1,1,2,36,-1,0,0,0,0,0,91111,81784,97541,9400,27000,3000,2680,52930,3400,0
210000,1,1,2,33,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,1911,396,396,0
500000,1,2,1,41,0,0,0,0,0,0,478623,466444,239921,14000,12800,4300,3063,3600,3100,0
210000,1,1,2,39,-1,-1,-1,0,0,0,22861,6437,61813,6536,72037,5015,12000,5000,5000,0
70000,2,1,2,38,0,0,0,0,0,0,63455,54722,56062,2057,2322,1631,2942,1783,1723,0
50000,1,1,1,39,-1,-1,-1,-1,-1,-1,8086,20993,16653,21012,16653,9354,3424,13176,10868,0
60000,1,2,2,33,0,0,0,0,0,-1,56221,58271,58446,3000,3000,3000,0,16000,1000,0
180000,1,1,1,38,1,-2,-1,-1,-2,-1,-47,-47,470,0,517,0,0,800,0,0
80000,1,1,1,42,1,2,2,2,2,2,45619,46567,47522,2000,2000,2000,0,4000,0,0
300000,1,1,3,37,-1,-1,-1,-1,0,0,298,750,179,752,179,1579,1,0,1246,0
290000,1,1,2,31,0,0,0,0,0,0,124626,115239,113494,3900,4864,5000,2792,3000,2642,0
120000,1,2,2,36,-1,-1,2,2,-2,-2,66,584,259,843,0,66,325,325,325,0
310000,1,1,2,33,-1,-1,-1,-1,-1,-1,10878,12910,990,12910,990,0,1715,11936,277,0
160000,1,1,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
60000,1,1,2,36,1,2,0,0,2,0,104492,53348,52817,5200,3000,8500,0,4000,7000,0
100000,1,2,1,46,1,2,2,0,0,0,22648,23978,23312,2000,0,2000,1200,1100,1200,0
280000,1,1,2,36,-2,-2,-2,-2,-2,-2,198,1979,500,1979,500,55176,5950,289,6757,0
80000,1,2,1,43,-1,-1,0,0,0,0,435,4495,5333,4495,1500,2500,1000,500,1000,0
470000,1,2,1,40,-1,-1,-1,-1,-2,-2,20614,37791,29581,37978,29734,25630,297,28,29942,0
140000,1,2,2,41,0,0,0,0,0,0,144904,143827,141805,10000,10000,5000,6000,76000,3000,0
50000,1,2,1,35,0,0,0,0,0,0,22188,20501,22161,2000,2000,3000,2700,3500,1000,0
600000,1,1,1,36,0,0,0,0,0,0,372396,416438,459749,50000,50000,15000,20000,15000,7000,0
210000,1,1,1,34,-1,-1,-1,2,-1,0,330,330,660,330,660,0,660,0,330,0
500000,1,1,1,47,1,-1,-1,-1,-1,-1,0,1200,163,1200,163,1142,150,165,8530,0
60000,1,2,2,42,0,0,0,0,0,0,99114,97895,94204,3700,3000,4000,1500,3250,1000,0
380000,1,2,1,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
310000,1,2,2,46,2,0,0,0,0,0,102064,104072,105063,5030,4000,3633,3671,12600,0,1
210000,1,2,1,35,0,0,0,0,0,0,62809,64781,65847,3018,2824,1757,1674,1717,1741,0
360000,1,1,1,39,-1,-1,2,-1,-1,0,264,1139,264,1139,0,2193,528,0,264,0
430000,1,1,1,39,0,0,0,-1,-1,0,41428,32303,20739,17800,15023,12925,17566,11000,10349,0
160000,1,1,1,39,-2,-2,-2,-2,-2,-2,4138,0,0,35,0,0,2920,0,12140,0
80000,1,1,1,46,0,0,0,0,0,0,48967,49850,50767,2000,1771,1715,4000,8697,0,0
390000,1,2,1,34,-2,-2,-2,-2,-2,-2,-702,-808,-1141,0,0,0,0,0,0,0
70000,1,2,1,45,0,0,0,0,0,0,67062,68622,28236,3000,1500,3000,5000,3000,5000,0
30000,1,2,2,40,0,0,0,0,0,0,21617,24133,25239,3200,1800,1800,1500,2250,600,0
430000,1,1,2,40,-2,-2,-2,-2,-2,-2,2099,8256,4353,8297,4391,473,5808,4489,3934,0
130000,1,2,1,38,0,0,0,0,0,0,123044,122981,102151,4949,4000,3250,3231,3324,3242,0
30000,1,2,1,40,0,0,0,0,0,0,25328,22520,21554,2000,2000,2000,1000,0,0,0
170000,1,2,2,36,-2,-2,-2,-2,-2,-2,600,1598,0,1598,0,1340,0,0,3200,0
330000,1,4,1,33,0,0,0,0,0,0,26586,23818,24164,1700,1522,1400,1000,820,770,0
120000,1,1,1,44,1,2,2,2,2,2,75294,76465,74675,3000,0,6200,0,6000,0,0
320000,1,2,1,35,0,0,0,0,0,0,10125,11475,12549,1526,1600,1098,1000,272,300,0
70000,1,3,1,46,0,0,0,0,2,2,24345,25349,26694,1414,1759,3000,0,2500,0,0
30000,1,3,1,42,0,0,-1,-1,-1,-1,1946,1473,390,1000,390,390,390,0,780,0
260000,1,1,1,30,-1,-1,-1,-1,-1,-1,232,91,85,91,85,105,80,95,80,0
180000,1,1,2,31,-2,-2,-2,-2,-2,-2,3580,0,0,0,0,0,7108,1300,0,0
20000,1,3,2,43,0,0,0,0,0,0,12648,14126,15162,2000,1271,3000,1000,1000,1000,0
200000,1,1,2,28,0,0,0,0,0,2,42215,44597,51023,3092,7518,7122,5627,0,2741,0
310000,1,2,1,40,-1,0,0,0,0,0,12295,13440,30944,2000,20000,2000,2000,2000,210759,0
410000,1,2,1,46,-1,-1,-1,-1,-1,-1,5135,2916,13379,2916,13379,5180,5851,3089,6271,0
260000,1,1,1,39,0,0,0,0,0,0,5992,7000,8024,1116,1140,1301,500,341,343,0
70000,1,3,2,34,0,0,0,0,0,0,53972,23149,23968,1700,1500,2000,1000,1000,2000,0
280000,1,1,2,30,0,0,0,0,0,0,100740,104055,106380,5000,4000,8000,5000,5000,18000,0
50000,1,2,2,35,0,0,0,0,0,0,50471,48538,49484,3000,1755,1500,842,888,1914,0
350000,1,2,1,38,1,2,0,0,2,0,70845,69318,71301,0,3500,5500,0,2500,2000,0
300000,1,2,1,39,0,0,0,0,0,0,127237,114506,115420,4100,4600,7384,3500,3900,4500,0
120000,1,1,1,43,-1,-1,-1,-1,-2,-1,165,0,788,0,788,0,0,495,0,0
160000,1,4,1,44,0,0,0,0,0,0,151394,153702,156778,5500,7054,6511,4500,4500,4500,0
50000,1,3,1,49,0,0,0,0,0,0,48584,49070,50076,2000,5000,2305,3000,559,3000,0
20000,1,3,1,50,1,5,4,5,4,3,18378,17797,19225,0,2000,0,0,0,0,1
140000,1,1,2,50,-1,2,-1,-1,-1,-1,780,780,390,0,390,0,780,390,0,0
200000,1,2,1,54,-1,-1,-1,-1,-1,-1,10755,9981,7843,10120,7852,6336,4622,7956,5499,0
270000,1,1,1,54,-1,-1,-1,-1,-1,-1,931,31838,11013,31838,11013,1196,14989,2609,1269,0
330000,1,1,1,54,-2,-2,-2,-2,-2,-2,0,41219,374,41219,374,0,15900,8601,38000,0
30000,1,2,1,50,0,0,0,0,0,0,28796,25881,28654,1609,5000,3000,3000,3198,2000,0
170000,1,3,1,61,0,0,0,0,0,0,167535,166521,168824,6000,7000,5000,4000,3500,3600,0
50000,1,1,1,50,-1,2,-1,-1,-1,-1,780,390,390,0,390,390,390,780,0,0
50000,1,3,1,50,-1,-1,-1,-1,-1,-1,7056,2840,1413,2840,1413,2890,4715,1262,5483,0
300000,1,3,1,56,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
30000,2,2,1,24,1,2,2,2,2,2,29654,28570,31085,0,3300,0,2158,0,1100,0
50000,2,2,1,22,1,1,2,2,2,2,44531,50863,49555,7178,0,1656,944,967,1112,0
30000,2,2,1,25,4,3,2,2,3,2,37695,35146,34637,0,2000,2000,0,2000,0,1
30000,2,2,2,24,1,-1,-1,-2,-2,-1,-5,565,-25,570,25,0,4922,6788,0,0
30000,2,2,2,23,0,0,0,0,0,0,20059,21061,22092,1641,1672,1684,1000,1000,1000,0
50000,2,1,2,23,0,0,0,0,0,0,49711,50820,41981,2019,2564,1000,0,500,6859,0
90000,2,2,2,23,0,0,0,0,0,0,11333,11944,7832,4234,6000,3000,3010,5000,3000,0
10000,2,1,2,24,1,2,0,0,2,2,6779,6524,7559,0,1300,2300,0,900,500,1
70000,2,2,2,23,-1,-1,-1,-1,0,0,312,1823,326,1837,326,6598,227,1270,1296,0
200000,2,2,2,24,0,0,0,0,0,0,52143,53186,55929,1910,3600,141000,5100,5200,5100,0
20000,2,3,2,22,0,0,0,0,0,0,16063,14928,14012,1565,2006,2011,7000,2000,4000,0
80000,2,3,1,25,-2,-2,-1,-1,-2,-2,3377,3377,3476,3377,3476,3377,3377,5062,3387,0
60000,2,2,2,23,1,2,0,0,0,0,59866,58114,25127,0,3761,1600,881,900,852,0
290000,2,2,2,25,0,0,0,0,0,0,57445,57025,46484,2000,1800,1400,1000,1000,1000,0
50000,2,2,2,26,0,0,0,0,0,0,50952,50836,50055,2700,2000,2700,1700,1600,1800,0
120000,2,2,1,25,0,0,0,0,0,0,52109,43007,33481,1565,3194,1200,6206,0,310,0
30000,2,2,2,23,0,0,0,0,0,0,28767,27567,28638,1749,1820,1000,621,354,0,0
50000,2,2,1,24,0,0,0,0,0,0,48700,47544,47612,2401,2440,2396,1368,1401,1807,0
20000,2,2,1,21,0,0,0,2,0,0,14326,15334,18206,1252,3124,0,349,297,0,0
230000,2,1,2,25,0,0,0,0,0,0,35101,35695,11657,5000,5000,3000,669,5000,19000,0
380000,2,1,2,27,-2,-2,-2,-2,-2,-2,0,292,7352,292,7352,3401,1042,4000,5000,0
120000,2,2,2,26,-1,-1,-1,-1,-1,-1,1682,1929,1682,1929,1682,1682,1682,1682,1674,0
80000,2,2,2,27,0,0,0,0,0,0,20540,8985,8941,1985,2287,2287,281,965,18000,0
250000,2,2,1,25,0,0,0,0,0,0,13358,19102,23681,6000,5000,4000,5000,6000,5000,0
90000,2,1,2,24,0,0,0,-2,-2,-2,77860,76387,0,3292,0,0,0,0,0,0
240000,2,1,2,28,0,0,0,0,0,0,203850,203979,204712,7500,8000,8400,6000,5200,5000,0
140000,2,1,2,27,0,0,0,0,0,0,128656,126785,129752,6000,6500,6500,5000,5000,5568,0
90000,2,2,2,23,0,0,0,0,0,0,11989,18746,19670,7000,1326,1095,377,288,342,0
100000,2,1,2,29,0,0,0,0,0,0,94378,95809,93076,6000,5000,4000,4000,1000,1000,0
50000,2,3,1,24,1,-2,-1,0,0,0,-1037,-1037,49024,0,52806,1872,1200,1100,1250,0
50000,2,2,2,25,0,0,0,0,0,-2,42684,40407,31811,2000,1814,1000,0,0,0,0
320000,2,2,1,27,-2,-2,-2,-2,-2,-2,1175,0,0,0,0,0,5210,0,0,0
80000,2,1,2,28,0,0,0,0,0,0,39663,40664,42742,1664,2742,2000,1720,1764,1762,0
220000,2,2,2,28,-1,-1,-2,-2,-2,-2,3700,0,0,0,0,0,0,0,0,0
50000,2,2,1,34,0,0,0,0,-2,-2,2791,4563,5000,2000,1200,0,0,0,0,0
50000,2,1,2,33,2,2,2,2,2,2,31652,34207,35666,3400,2301,0,2300,2000,2000,1
150000,2,3,2,39,0,0,0,0,0,-1,60115,48412,37033,1662,1783,1282,250,12500,12500,0
410000,2,2,1,42,0,0,0,0,0,0,407873,412650,415917,18026,18026,14095,12037,15026,13026,0
130000,2,3,1,43,2,3,2,2,2,2,19690,19085,18491,0,0,2400,0,2000,0,1
210000,1,3,2,46,0,0,0,0,0,0,46743,50936,53107,5000,4000,2350,2000,3000,3000,0
230000,2,1,1,34,2,2,2,2,2,2,186163,190784,195724,9000,9300,7500,7500,7500,7500,0
80000,2,2,1,37,0,0,0,0,0,0,69767,73197,44195,5000,3000,2000,4000,2000,2000,0
300000,2,2,1,33,0,0,0,0,0,0,16260,11613,12893,1500,1513,1000,1059,0,0,0
70000,2,1,2,29,0,0,0,0,0,0,66330,68278,69181,3049,2621,3032,2074,2000,1800,0
220000,2,1,1,43,0,0,0,0,0,0,64792,65463,66834,2344,2427,2500,2490,2580,2593,0
320000,2,2,1,30,0,0,0,0,0,0,91029,84644,87765,5005,15055,16752,10012,10071,10039,0
400000,2,1,2,35,-2,-2,-2,-2,-2,-2,4238,4329,6888,5000,7013,3600,1500,1000,1000,0
30000,2,3,1,43,2,0,0,0,0,0,30346,29885,20453,1702,1531,1544,702,724,557,1
20000,2,2,2,32,0,0,0,2,0,0,11389,12389,15175,1500,3000,0,1000,2000,1000,0
150000,2,3,1,41,1,-1,0,0,-2,-2,-1203,49909,46824,51772,2300,2176,146000,9500,0,0
280000,2,2,2,47,-2,-2,-1,0,0,0,12477,13915,67119,13987,69805,1711,26743,10057,54318,0
500000,2,1,2,26,-1,-1,-1,-1,-1,0,1419,1293,1111,1293,1111,1175,3162,33,2000,0
20000,2,1,2,29,1,-1,-1,-1,-1,-1,0,2494,3967,2494,3967,1370,600,0,0,0
220000,2,2,2,38,-1,-1,-1,-1,-1,-1,22145,5529,4688,5575,4716,1632,8559,4164,10626,0
120000,2,2,1,30,0,0,0,0,0,0,101596,102860,104694,3706,5502,4204,3017,2005,1702,0
270000,2,2,1,28,0,0,0,0,0,0,322249,298700,308133,10000,13000,12000,5000,4000,5000,0
330000,2,1,1,31,0,0,0,0,0,0,132514,137347,391478,10000,65042,12000,5000,6000,6000,0
60000,2,2,2,31,0,0,0,0,0,0,57092,58173,59626,3000,3400,2300,1200,1200,1500,0
150000,2,1,1,35,-1,-1,-1,-2,-1,-1,3003,2688,3125,2698,3137,9643,4395,2229,3041,0
200000,2,1,1,38,-2,-2,-2,-2,-2,-2,15099,6370,5991,6370,5991,7298,2105,10249,0,0
200000,2,1,2,45,-1,-1,-1,-2,-2,-2,2377,221,0,221,0,0,0,0,0,0
60000,2,3,1,45,0,0,0,0,0,0,62396,36034,30534,1500,1500,1404,1100,1000,1000,0
210000,2,1,2,32,1,-1,2,2,-1,-1,0,92,4,92,0,0,45,23,0,0
230000,2,2,1,45,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,572,0
100000,2,3,1,43,2,2,0,0,0,0,100304,97814,100337,0,5000,2623,2500,32000,2567,1
200000,2,2,2,37,-1,-1,-1,-1,0,-1,4037,3913,6336,3913,6336,5361,3000,2502,3603,0
300000,2,2,2,35,0,0,0,0,0,0,86574,86821,88072,3219,3417,1926,1545,797,9190,0
50000,2,2,1,45,0,0,0,0,0,0,48153,49073,12630,2000,2022,2000,0,1000,1904,0
250000,2,1,1,38,-1,-1,0,-1,-1,0,6352,6790,10418,6790,5418,7720,37604,0,0,0
170000,2,1,1,35,2,2,2,2,2,2,131909,133178,131711,4800,2000,11000,5500,5500,5400,1
130000,2,1,2,26,0,0,0,-1,0,0,13700,18670,21362,10008,6196,1470,6501,5784,6030,0
360000,2,3,1,30,1,-1,-1,-1,-1,0,-16,1621,458,1637,458,0,282,0,0,0
200000,2,2,1,33,1,-1,0,0,0,0,-7082,12270,29787,21179,20000,3000,1000,5000,500,0
340000,2,1,2,31,0,0,0,0,0,0,112119,119230,259489,25000,150000,90168,25001,10000,11000,0
240000,2,2,1,36,0,0,0,0,0,0,232031,226221,222929,8193,9000,6600,6400,6382,5994,0
60000,2,2,2,41,0,0,0,0,0,0,16194,17120,14232,1518,1556,1000,300,1000,0,0
